Unnamed: 0,BHK,Price,Area,Location,Bathrooms,Balcony,Facing,Floor,Total Floors,Store_Room,Study_Room,Pooja_Room,Servant_Room,Others_Room,Property_Age_Years,Area_Type_Encoded,Furnishing_Level_Code,Facility_Premium,Lift,Maintenance,WaterStorage,VaastuCompliant,FireSecurity,VisitorParking,Intercom,Park,AiryRooms,Gym,Overlook_Pool,Overlook_Club,LogPrice,Latitude,Longitude
595,2,5160000.0,897.0,Rajarhat,2,1,North,10.0,11.0,0,0,0,0,0,3.0,2,0,4,1,1,0,1,0,0,1,1,0,1,0,0,15.456447331256175,25.7967438,89.5446589
596,2,5140000.0,897.0,Rajarhat,2,1,North-East,5.0,11.0,0,0,0,0,0,3.0,2,0,4,1,1,0,1,0,0,1,1,0,1,0,0,15.452563831983856,25.7967438,89.5446589
597,2,5110000.0,897.0,Rajarhat,2,1,North,4.0,11.0,0,0,0,0,0,3.0,2,0,4,1,1,0,1,0,0,1,1,0,1,0,0,15.446710157874584,25.7967438,89.5446589
598,2,3342000.0,955.0,"Rajarhat, North 24 Parganas",2,2,North-East,4.0,4.0,0,0,0,0,0,3.0,2,0,0,1,1,0,1,1,0,0,0,0,0,0,0,15.022080287359454,22.6286173,88.44061
599,2,2870000.0,820.0,"Rajarhat, North 24 Parganas",2,1,South,3.0,4.0,0,0,0,0,0,3.0,2,0,0,1,1,1,1,1,0,0,0,0,0,0,0,14.869822936167798,22.6286173,88.44061
600,3,3990000.0,1140.0,"Rajarhat, North 24 Parganas",2,1,South-East,1.0,4.0,0,0,0,0,0,3.0,2,0,0,1,0,1,1,1,0,0,0,0,0,0,0,15.19930203949258,22.6286173,88.44061
601,3,7256000.0,1369.0,"New Town, Kolkata",2,2,North,3.0,4.0,0,0,0,0,0,3.0,2,0,6,1,1,1,1,0,0,0,0,1,1,0,0,15.79733940859408,22.5959131,88.4878653
602,2,5088000.0,960.0,"New Town, Kolkata",2,1,South,3.0,4.0,0,0,0,0,0,3.0,2,0,4,1,1,1,1,0,0,0,0,1,1,0,0,15.442395580542955,22.5959131,88.4878653
603,2,5083000.0,959.0,"New Town, Kolkata",2,1,North-West,3.0,4.0,0,0,0,0,0,3.0,2,0,5,1,1,1,1,0,0,0,0,1,1,0,0,15.441412393163231,22.5959131,88.4878653
604,3,6540000.000000001,1234.0,"New Town, Kolkata",2,1,North,1.0,4.0,0,0,0,0,0,3.0,2,0,4,1,1,1,1,0,0,0,0,1,1,0,0,15.693447876338569,22.5959131,88.4878653
605,3,12000000.0,1150.0,"New Town, Kolkata",2,1,South-East,8.0,12.0,0,0,0,0,0,0.5,2,0,3,1,1,1,1,1,1,1,1,0,1,0,0,16.300417291085605,22.5959131,88.4878653
606,2,9500000.0,1105.0,"Rajarhat, North 24 Parganas",2,1,South,2.0,12.0,0,0,1,0,0,12.5,2,0,0,1,1,1,1,1,1,1,1,0,0,0,0,16.066802461833923,22.6286173,88.44061
607,4,25000000.0,2200.0,"New Town, Kolkata",3,2,North-East,5.0,12.0,0,0,0,1,0,0.5,2,0,4,1,1,1,1,1,1,1,1,0,1,0,0,17.034386422832473,22.5959131,88.4878653
608,3,14200000.0,1500.0,"Action Area 1, Kolkata",3,3,North-West,10.0,11.0,0,0,0,0,0,3.0,2,1,0,1,1,1,1,1,1,1,0,0,0,0,0,16.468752592994022,22.5743093,88.4558557
609,3,16500000.0,1535.0,"New Town, Kolkata",2,1,North-East,12.0,15.0,0,0,0,0,0,3.0,2,2,6,1,1,1,1,1,1,1,1,1,1,0,0,16.61887099947687,22.5959131,88.4878653
610,3,17000000.0,1748.0,"New Town, Kolkata",3,1,Missing,2.0,12.0,0,0,0,0,0,3.0,2,0,3,1,0,0,0,0,0,1,1,0,1,0,0,16.648723960844016,22.5959131,88.4878653
611,3,13000000.0,1454.0,"EM Bypass, Kolkata South",0,0,Missing,,,0,0,0,0,0,3.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.380459992348886,22.4690721,88.3912838
612,3,7000000.0,1199.0,Kamalgazi,2,1,North,2.0,4.0,0,0,0,0,0,7.5,2,0,4,1,1,0,0,0,0,1,1,0,1,0,0,15.76142084987672,22.4495236,88.3955392
613,3,10000000.0,1185.0,"New Town, Kolkata",2,1,South,14.0,23.0,0,0,0,0,0,0.5,2,0,5,1,1,0,0,0,1,1,1,0,1,0,0,16.118095750958314,22.5959131,88.4878653
614,2,1958000.0,725.0,"Hind Motor, Uttarpara",2,1,North-East,4.0,4.0,0,0,0,0,0,0.5,2,0,2,1,1,1,1,1,1,1,1,1,0,0,0,14.487434612797692,22.6836507,88.3417989
615,2,3290999.9999999995,927.0,"North Dum Dum, Kolkata",2,1,South-West,4.0,4.0,0,0,0,0,0,0.5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15.00670233178444,22.6344962,88.4157144
616,3,7320000.0,1464.0,"Kalikapur, Kolkata",2,1,North-West,3.0,4.0,0,0,0,0,0,3.0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,15.806121022549506,22.5053017,88.4009957
617,2,2650000.0,831.0,"Barrackpur-II, North 24 Parganas",2,1,West,1.0,3.0,0,0,0,0,0,3.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,14.790070575320824,22.9500602,88.4587242
618,3,12800000.0,1503.0,"New Town, Kolkata",2,1,North-East,4.0,33.0,0,0,0,0,0,3.0,2,2,4,1,1,1,1,1,1,1,1,0,1,0,0,16.36495580701484,22.5959131,88.4878653
619,3,16000000.0,1557.0,"Garia, Kolkata",2,1,South-East,9.0,13.0,0,0,0,0,0,12.5,2,0,3,1,1,0,0,1,1,1,1,1,1,0,0,16.588099342704055,22.4727076,88.3977962
620,3,10500000.0,1525.0,"Santoshpur, South 24 Parganas",2,1,South-East,3.0,4.0,0,0,0,0,0,3.0,2,2,3,1,1,1,1,1,1,1,1,0,1,0,0,16.166885910365842,22.5240566,88.2710655
621,3,12500000.0,1752.0,"Action Area 1, Kolkata",2,1,South-West,2.0,4.0,0,0,0,0,0,3.0,2,0,0,1,1,0,1,1,1,0,0,0,0,0,0,16.341239282272525,22.5743093,88.4558557
622,3,12500000.0,1750.0,"Action Area 1, Kolkata",3,1,South-East,3.0,4.0,0,0,0,0,0,3.0,2,0,0,1,1,0,1,1,1,0,0,0,0,0,0,16.341239282272525,22.5743093,88.4558557
623,3,7700000.0,1295.0,"Kalikapur, Kolkata",2,1,North,3.0,4.0,0,0,0,0,0,3.0,2,0,0,1,1,0,0,1,1,0,1,0,0,0,0,15.856731016694036,22.5053017,88.4009957
624,3,6700000.0,1201.0,"Action Area 2, Kolkata",2,1,South-West,4.0,4.0,0,0,0,0,0,3.0,2,0,0,1,1,1,1,1,1,1,1,0,0,0,0,15.717618233614914,22.6202131,88.4681187
625,3,8450000.0,1300.0,"Adarsha Nagar, Kolkata",2,2,South-East,4.0,4.0,0,0,0,0,0,0.5,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,15.949677117676544,22.5008759,88.3739602
626,2,7500000.0,977.0,"New Town, Kolkata",2,1,South,3.0,12.0,0,0,0,0,0,3.0,2,0,3,1,1,0,0,1,1,1,1,0,1,0,0,15.830413711839864,22.5959131,88.4878653
627,2,7600000.0,977.0,"New Town, Kolkata",2,1,East,4.0,12.0,0,0,0,0,0,3.0,2,0,3,1,0,0,0,0,0,1,1,0,1,0,0,15.843658936835498,22.5959131,88.4878653
628,4,27000000.0,2000.0,"New Alipore, Kolkata",3,3,South-East,11.0,12.0,0,0,0,1,0,0.5,2,0,7,1,1,1,1,1,1,1,1,1,1,0,0,17.11134746100564,22.5111647,88.3281116
629,3,8400000.0,1355.0,Rajarhat,2,1,South,8.0,10.0,0,0,0,0,0,0.5,2,0,4,1,0,0,0,0,0,1,1,0,1,0,0,15.943742382861156,25.7967438,89.5446589
630,2,4500000.0,710.0,Rajarhat,2,1,East,5.0,9.0,0,0,0,0,0,12.5,2,0,5,0,1,1,1,1,1,1,1,1,1,0,0,15.319588176962746,25.7967438,89.5446589
631,2,2100000.0,712.0,"New Barrackpur, North 24 Parganas",2,1,South-East,1.0,4.0,0,0,1,0,0,3.0,2,0,0,1,1,1,1,1,1,0,0,0,0,0,0,14.557448378884017,22.679688,88.4498321
632,2,3278000.0,874.0,"Narendrapur, South 24 Parganas",2,1,Missing,1.0,7.0,0,0,0,0,0,0.5,2,0,1,0,0,0,0,0,0,0,1,1,1,0,0,15.00274434334993,22.4541674,88.4183764
633,2,3315000.0,884.0,"Narendrapur, South 24 Parganas",2,1,Missing,5.0,7.0,0,0,0,0,0,0.5,2,0,1,0,0,0,0,0,0,0,1,1,1,0,0,15.01396848326118,22.4541674,88.4183764
634,3,6534999.999999999,1233.0,"Action Area II, New Town",2,2,Missing,4.0,5.0,0,0,1,0,0,3.0,2,0,0,1,1,1,1,1,1,1,1,0,0,0,0,15.692683058062636,22.6129078,88.4665536
635,3,28000000.0,2250.0,"New Town, Kolkata",3,1,South,24.0,32.0,0,0,0,1,0,7.5,2,0,4,1,1,1,1,1,1,1,1,0,1,0,0,17.147715103853763,22.5959131,88.4878653
636,2,8000000.0,1013.0,"New Town, Kolkata",2,1,Missing,3.0,4.0,0,0,0,0,0,3.0,2,2,4,1,1,1,1,1,1,1,1,1,1,0,0,15.894952224644102,22.5959131,88.4878653
637,3,10700000.0,1264.0,"EM Bypass, Kolkata South",2,1,South-East,10.0,27.0,0,0,0,0,0,12.5,2,1,6,1,1,1,0,1,1,1,1,1,1,0,0,16.185754392890075,22.4690721,88.3912838
638,3,7250000.0,1368.0,"New Town, Kolkata",2,2,South-East,3.0,4.0,0,0,0,0,0,0.5,2,0,1,1,0,1,1,1,1,0,0,0,1,0,0,15.796512164761882,22.5959131,88.4878653
639,2,5083000.0,959.0,"New Town, Kolkata",2,1,North-East,2.0,4.0,0,0,0,0,0,0.5,2,0,1,1,0,1,1,1,1,0,0,0,1,0,0,15.441412393163231,22.5959131,88.4878653
640,2,5088000.0,960.0,"New Town, Kolkata",2,1,North,3.0,4.0,0,0,0,0,0,0.5,2,0,1,1,0,1,1,1,1,0,0,0,1,0,0,15.442395580542955,22.5959131,88.4878653
641,3,6906000.0,1303.0,"New Town, Kolkata",2,2,North-West,1.0,4.0,0,0,0,0,0,0.5,2,0,1,1,0,1,1,1,1,0,0,0,1,0,0,15.747901301733686,22.5959131,88.4878653
642,3,5102000.0,1063.0,Rajarhat,2,1,South-West,4.0,4.0,0,0,0,0,0,0.5,2,0,0,1,1,1,1,1,0,0,0,0,0,0,0,15.445143373685443,25.7967438,89.5446589
643,3,7968000.000000001,1660.0,"Rajarhat, North 24 Parganas",2,2,North,4.0,5.0,0,0,0,0,0,3.0,2,0,0,1,1,1,1,1,1,0,0,0,0,0,0,15.890944203748573,22.6286173,88.44061
644,2,6050000.0,1100.0,"Action Area 2, Kolkata",2,1,South-East,1.0,4.0,0,0,0,0,0,3.0,2,0,0,1,1,1,1,1,0,0,0,0,0,0,0,15.615568995296266,22.6202131,88.4681187
645,3,9000000.0,1480.0,"Action Area 2, Kolkata",2,2,North-West,2.0,4.0,0,0,0,0,0,3.0,2,0,0,1,1,1,1,1,1,0,0,0,0,0,0,16.012735246411598,22.6202131,88.4681187
646,3,8470000.0,1303.0,"Action Area 2, Kolkata",2,1,South-West,2.0,4.0,0,0,0,0,0,3.0,2,0,0,1,1,1,0,1,1,1,0,0,0,0,0,15.952041184691984,22.6202131,88.4681187
647,2,3553000.0,935.0,Rajarhat,2,1,North-West,3.0,4.0,0,0,0,0,0,3.0,2,0,0,1,1,1,1,1,1,0,0,0,0,0,0,15.083303156455418,25.7967438,89.5446589
648,2,3363000.0000000005,885.0,Rajarhat,2,1,South-West,2.0,4.0,0,0,0,0,0,3.0,2,0,5,1,1,1,0,1,0,0,0,1,0,0,0,15.028344288075916,25.7967438,89.5446589
649,2,3420000.0000000005,900.0,Rajarhat,2,2,West,2.0,4.0,0,0,0,0,0,3.0,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,15.045151401436408,25.7967438,89.5446589
650,1,4010000.0,891.0,Rajarhat,1,1,North-West,2.0,4.0,0,1,0,0,0,3.0,2,0,6,1,1,1,1,1,1,0,0,1,1,0,0,15.20430204865928,25.7967438,89.5446589
651,2,6840000.000000001,1520.0,Rajarhat,2,2,South-West,3.0,4.0,0,0,0,0,0,3.0,2,0,6,1,1,1,1,1,1,0,0,1,1,0,0,15.738298435797551,25.7967438,89.5446589
652,2,4437000.0,986.0,Rajarhat,2,1,North-East,2.0,4.0,0,0,0,0,0,3.0,2,0,6,1,1,1,1,1,1,0,0,1,1,0,0,15.305489255738529,25.7967438,89.5446589
653,3,5276000.0,1319.0,Rajarhat,2,1,South-West,2.0,4.0,0,0,0,0,0,0.5,2,0,0,1,1,1,1,1,0,0,0,0,0,0,0,15.478678982356852,25.7967438,89.5446589
654,3,6252000.0,1563.0,Rajarhat,2,1,North-East,2.0,4.0,0,0,0,0,0,0.5,2,0,0,1,1,1,1,1,0,0,0,0,0,0,0,15.648412130472307,25.7967438,89.5446589
655,3,6275000.0,1255.0,Rajarhat,2,1,North-East,2.0,5.0,0,0,0,0,0,3.0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,15.65208420234466,25.7967438,89.5446589
656,2,5665000.0,1076.0,"Rajarhat, North 24 Parganas",2,1,Missing,5.0,8.0,0,0,0,0,0,0.5,2,0,6,1,1,1,1,0,0,0,1,1,1,0,0,15.549817628966736,22.6286173,88.44061
657,3,8715000.0,1660.0,"Rajarhat, North 24 Parganas",2,2,South-East,3.0,8.0,0,0,0,0,0,0.5,2,0,0,1,1,1,1,1,1,1,1,0,0,0,0,15.980556351680946,22.6286173,88.44061
658,2,6442000.0,1227.0,"Rajarhat, North 24 Parganas",2,1,South-East,5.0,8.0,0,0,0,0,0,0.5,2,0,0,1,1,1,1,1,1,1,1,0,0,0,0,15.678349764104563,22.6286173,88.44061
659,2,6625000.0,1262.0,"Rajarhat, North 24 Parganas",2,1,South,6.0,8.0,0,0,0,0,0,0.5,2,0,5,1,1,1,1,1,1,1,0,1,1,0,0,15.706361080779946,22.6286173,88.44061
660,2,6211000.0,1183.0,"Rajarhat, North 24 Parganas",2,1,South-East,4.0,8.0,0,1,0,0,0,0.5,2,0,0,1,1,1,1,1,0,1,1,0,0,0,0,15.641832632546096,22.6286173,88.44061
661,3,3680000.0,1150.0,Panihati,2,1,South-East,4.0,4.0,0,0,1,0,0,3.0,2,0,0,1,1,1,1,1,1,0,0,0,0,0,0,15.118423581884208,22.6950342,88.4073585
662,3,6500000.0,1271.0,"Kamarhati, Panihati",2,1,South-East,3.0,5.0,0,0,0,0,0,7.5,2,2,0,1,0,1,1,0,1,0,0,0,0,0,0,15.687312888712007,22.708831,88.3741094
663,3,13500000.0,1328.0,"EM Bypass, Kolkata South",2,1,North-East,6.0,27.0,0,0,0,0,0,12.5,2,1,5,1,1,1,0,1,1,1,1,1,1,1,0,16.41820031748273,22.4690721,88.3912838
664,3,7000000.0,1320.0,"Narendrapur, South 24 Parganas",2,1,North,3.0,7.0,0,0,0,0,0,3.0,2,1,3,1,0,1,1,1,1,1,1,0,1,0,0,15.76142084987672,22.4541674,88.4183764
665,4,16100000.000000002,1934.0,"BT Road, North 24 Parganas",3,2,North-West,18.0,24.0,0,0,0,0,0,3.0,2,0,3,1,0,0,0,0,0,1,1,0,1,1,0,16.59432989206649,22.7241945,88.4837829
666,3,14200000.0,2550.0,Rajarhat,3,2,East,2.0,2.0,0,0,0,0,0,7.5,1,2,4,1,1,0,1,0,0,1,1,0,1,0,0,16.468752592994022,25.7967438,89.5446589
667,5,95000000.0,6198.0,"Mukundapur, Kolkata",6,3,East,21.0,24.0,0,0,0,1,0,3.0,2,0,5,1,1,1,1,1,1,1,1,0,1,0,0,18.36938746009113,22.4956263,88.398449
668,2,2902000.0,691.0,"Birati, Kolkata",2,1,South,2.0,4.0,0,0,0,0,0,3.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14.88091105701615,22.6546116,88.4249902
669,3,6200000.0,1130.0,"Rajpur, South 24 Parganas",2,1,North,3.0,5.0,0,0,0,0,0,7.5,2,2,4,1,1,0,0,0,0,1,1,0,1,0,0,15.64006001130563,22.1018905,88.3745163
670,4,56000000.0,4036.0,"Mukundapur, Kolkata",3,2,East,8.0,24.0,0,0,0,0,0,3.0,2,1,6,1,1,0,0,0,0,1,1,0,1,0,0,17.840862266556567,22.4956263,88.398449
671,3,7200000.0,1303.0,"Behala, Kolkata",2,0,Missing,3.0,4.0,0,0,0,0,0,7.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.789591722875162,22.501572,88.3209435
672,2,3272999.9999999995,935.0,"Rajarhat, North 24 Parganas",2,2,West,4.0,4.0,0,0,0,0,0,3.0,2,0,0,1,1,1,1,1,0,0,0,0,0,0,0,15.001217859013366,22.6286173,88.44061
673,3,21000000.0,1235.0,"New Town, Kolkata",3,2,North-East,20.0,20.0,0,0,0,0,0,3.0,0,0,3,1,1,1,1,1,1,1,1,0,1,0,0,16.860033043306743,22.5959131,88.4878653
674,3,6500000.0,1250.0,"Action Area 2B, New Town",2,1,South,2.0,4.0,0,0,0,0,0,0.5,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,15.687312888712007,22.6129078,88.4665536
675,3,6800000.0,1125.0,"Action Area 2B, New Town",2,1,South-East,3.0,4.0,0,0,0,0,0,3.0,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,15.732433317205148,22.6129078,88.4665536
677,2,3218000.0,894.0,Rajarhat,2,1,North,3.0,4.0,0,0,0,0,0,3.0,2,0,0,1,1,1,1,1,1,1,1,0,0,0,0,14.984270917286436,25.7967438,89.5446589
678,2,3726000.0,1035.0,Rajarhat,2,1,South-West,1.0,4.0,0,0,0,0,0,3.0,2,0,0,1,1,1,1,1,1,1,1,0,0,0,0,15.13084609852796,25.7967438,89.5446589
679,3,4600000.0,1124.0,Rajarhat,2,1,South-West,3.0,4.0,0,0,0,0,0,3.0,2,0,0,1,1,1,1,1,1,1,0,0,0,1,0,15.341567078850604,25.7967438,89.5446589
680,3,4727000.0,1153.0,Rajarhat,2,1,East,1.0,4.0,0,0,0,0,0,3.0,2,0,1,1,1,1,1,1,1,1,0,0,0,0,0,15.368801521326018,25.7967438,89.5446589
681,2,4262000.0,1040.0,Rajarhat,2,1,South-West,2.0,4.0,0,0,0,0,0,3.0,2,0,0,1,1,1,1,1,1,1,0,0,0,0,0,15.2652493262723,25.7967438,89.5446589
682,3,3420000.0000000005,1120.0,"Madhyamgram, North 24 Parganas",2,1,South-East,4.0,4.0,0,0,1,0,0,3.0,2,0,0,1,1,1,1,1,1,0,0,0,0,0,0,15.045151401436408,22.6947839,88.4530183
683,2,4200000.0,890.0,"Garia, Kolkata",2,1,South,2.0,4.0,0,0,0,0,0,3.0,2,0,1,1,0,1,1,1,1,0,0,1,0,0,0,15.250595321348806,22.4727076,88.3977962
684,3,8500000.0,1449.0,"Action Area 2, Kolkata",3,1,South,1.0,4.0,0,0,0,0,0,3.0,2,0,0,1,1,0,1,1,1,0,0,0,0,0,0,15.955576839107596,22.6202131,88.4681187
685,3,18500000.0,1920.0,"Belgachia, Kolkata",3,2,North-West,8.0,13.0,0,0,0,0,0,12.5,2,2,8,1,1,1,1,1,1,1,1,1,1,0,0,16.733281344102608,22.6059241,88.3863913
686,2,2750000.0,781.0,"Airport, Dum Dum",2,1,South,5.0,5.0,0,0,0,0,0,3.0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,14.827111833279051,13.0479657,77.6452691
687,2,4231000.0,1085.0,"Dum Dum Cantt, South Dumdum",2,1,South-East,1.0,4.0,0,0,0,0,0,3.0,2,0,0,1,1,0,1,0,0,1,0,0,0,0,0,15.25794916605292,22.6375838,88.412158
688,2,3990000.0,973.0,"Airport, Dum Dum",2,1,East,5.0,5.0,0,0,0,0,0,3.0,2,0,0,1,1,0,1,0,0,1,0,0,0,0,0,15.19930203949258,13.0479657,77.6452691
689,2,3400000.0,919.0,"Airport, Dum Dum",2,1,North-West,2.0,4.0,0,0,0,0,0,3.0,2,0,0,1,1,0,1,0,0,1,0,0,0,0,0,15.039286283703994,13.0479657,77.6452691
690,3,4065000.0,1129.0,"Barrackpur-II, North 24 Parganas",2,1,North-East,3.0,4.0,0,0,0,0,0,3.0,2,0,1,1,1,0,1,0,0,0,0,0,0,0,0,15.217924546966476,22.9500602,88.4587242
691,2,3410000.0,921.0,"Airport, Dum Dum",2,1,North,2.0,4.0,0,0,0,0,0,3.0,2,0,0,1,1,0,1,0,0,1,0,0,0,0,0,15.04222314251479,13.0479657,77.6452691
692,2,3771000.0,1019.0,"Airport, Dum Dum",2,1,North,5.0,5.0,0,0,0,0,0,3.0,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,15.142851041422109,13.0479657,77.6452691
693,3,3884000.000000001,1079.0,"Barrackpur-II, North 24 Parganas",2,1,North-East,5.0,5.0,0,0,0,0,0,3.0,2,0,1,1,1,0,1,0,0,0,0,1,0,0,0,15.172376365859847,22.9500602,88.4587242
694,2,3460000.0,935.0,"Airport, Dum Dum",2,1,East,1.0,5.0,0,0,0,0,0,3.0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,15.056779436051206,13.0479657,77.6452691
695,2,3794000.0,1084.0,"Airport, Dum Dum",2,1,South,3.0,4.0,0,0,0,0,0,3.0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,15.148931693051129,13.0479657,77.6452691
696,3,14500000.0,1163.0,"Dum Dum, Kolkata",2,2,South-East,7.0,13.0,0,0,0,0,0,0.5,1,0,9,1,1,1,1,1,1,1,1,1,1,0,0,16.489659276356317,22.6546116,88.4249902
697,3,6700000.0,1277.0,"Char Park, Kolkata",2,2,South-East,4.0,6.0,0,0,0,0,0,3.0,2,0,6,1,1,1,1,1,1,1,1,1,1,0,0,15.717618233614914,22.578579,88.3551327
698,2,5491000.0,1036.0,"Narendrapur, South 24 Parganas",2,1,South-West,15.0,19.0,0,0,0,0,0,3.0,2,0,2,1,1,1,1,1,1,1,1,0,1,0,0,15.518621128377184,22.4541674,88.4183764
699,2,5491000.0,1036.0,"Narendrapur, South 24 Parganas",2,1,North,9.0,19.0,0,0,0,0,0,3.0,2,0,5,1,1,0,0,0,0,1,1,0,1,0,0,15.518621128377184,22.4541674,88.4183764
700,3,6500000.0,1200.0,"New Town, Kolkata",2,1,South-West,3.0,4.0,0,0,0,0,0,3.0,2,0,3,1,1,1,0,1,1,0,1,1,0,0,0,15.687312888712007,22.5959131,88.4878653
701,3,8300000.0,1250.0,"Action Area 1, Kolkata",2,1,South-East,1.0,4.0,0,0,0,0,0,3.0,2,0,4,1,1,1,1,1,1,0,0,1,0,0,0,15.931766193248746,22.5743093,88.4558557
702,2,6500000.0,1050.0,"Action Area 1, Kolkata",2,1,East,2.0,4.0,0,0,1,0,0,3.0,2,0,0,1,1,1,1,0,1,1,0,0,0,0,0,15.687312888712007,22.5743093,88.4558557
703,3,6895000.0,1379.0,"Narendrapur, South 24 Parganas",2,2,South-West,7.0,19.0,0,0,0,0,0,3.0,2,0,3,1,0,0,0,0,0,1,1,0,1,0,0,15.746307214242162,22.4541674,88.4183764
704,3,10900000.0,1285.0,"Dum Dum, Kolkata",2,2,North-East,1.0,13.0,0,0,0,0,0,0.5,2,0,6,1,1,1,1,1,1,1,1,1,1,0,0,16.204273438942487,22.6546116,88.4249902
705,3,7547000.0,1424.0,"Narendrapur, South 24 Parganas",2,1,South-East,13.0,19.0,0,0,0,0,0,3.0,2,0,1,1,0,0,0,0,0,1,1,0,1,0,0,15.83666082376998,22.4541674,88.4183764
706,2,5300000.0,992.0,Rajarhat,2,1,South-East,9.0,11.0,0,0,0,0,0,3.0,2,0,4,1,1,0,1,0,0,1,1,0,1,0,0,15.483217567201578,25.7967438,89.5446589
707,2,3800000.0,800.0,"Garia Station Road, Kolkata",2,1,North-West,3.0,3.0,0,0,0,0,0,3.0,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,15.150511887854474,22.4637529,88.3864655
708,3,2562000.0,915.0,"Hind Motor, Uttarpara",2,1,South-West,3.0,3.0,0,0,0,0,0,0.5,2,0,2,1,1,1,1,1,1,0,0,1,0,0,0,14.756299151758803,22.6836507,88.3417989
709,2,1713000.0,685.0,"Hind Motor, Uttarpara",1,1,North-West,4.0,4.0,0,0,0,0,0,0.5,2,0,2,1,1,1,1,1,1,1,1,1,0,0,0,14.353757361077248,22.6836507,88.3417989
710,3,8000000.0,1204.0,Rajarhat,3,1,Missing,2.0,10.0,0,0,0,1,0,0.5,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0,15.894952224644102,25.7967438,89.5446589
711,2,6500000.0,900.0,"Action Area 1, Kolkata",2,1,South-East,2.0,4.0,0,0,0,0,0,0.5,2,0,0,0,1,1,1,0,1,1,0,0,0,0,0,15.687312888712007,22.5743093,88.4558557
712,2,5250000.0,992.0,Rajarhat,2,1,North-West,4.0,11.0,0,0,0,0,0,3.0,2,0,4,1,1,0,1,0,0,1,1,0,1,0,0,15.47373882504398,25.7967438,89.5446589
713,3,8800000.0,1300.0,"Action Area 1, Kolkata",2,1,South-West,3.0,4.0,0,0,0,0,0,3.0,2,0,0,1,1,1,1,0,1,1,1,0,0,0,0,15.990262393084793,22.5743093,88.4558557
714,2,9900000.0,893.0,"Kalighat, Sarat Bose Road",2,1,South-East,2.0,4.0,0,0,0,1,0,0.5,2,0,3,1,0,1,1,0,1,1,0,1,0,0,0,16.108045416114916,22.5262287,88.3526209
715,3,14200000.0,1284.0,"Gariahat, Kolkata",2,1,South,3.0,4.0,0,0,0,0,0,3.0,2,0,3,1,1,1,1,0,1,1,0,0,0,0,0,16.468752592994022,22.5194439,88.365148
716,3,7500000.0,1215.0,"Joka, Kolkata South",2,1,North-East,7.0,14.0,0,0,0,0,0,3.0,2,0,5,1,1,1,1,1,1,1,1,1,1,0,0,15.830413711839864,22.4440966,88.3017146
717,3,9000000.0,1356.0,"Joka, Kolkata South",3,3,South,14.0,15.0,0,0,0,0,0,0.5,2,0,6,1,1,1,1,1,1,1,1,1,1,0,0,16.012735246411598,22.4440966,88.3017146
718,3,7500000.0,1400.0,"Nayabad, South 24 Parganas",2,2,South-East,3.0,3.0,0,0,1,0,0,0.5,2,0,0,1,1,1,0,1,1,0,0,0,0,0,0,15.830413711839864,22.477646,88.4399813
719,3,12000000.0,2500.0,Rajarhat,3,2,East,3.0,4.0,0,0,0,0,0,3.0,2,0,6,1,1,1,1,1,1,1,1,1,1,0,0,16.300417291085605,25.7967438,89.5446589
720,3,12700000.0,1008.0,"Tollygunge, Kolkata",2,2,North-East,12.0,12.0,0,0,0,0,0,3.0,1,0,5,1,1,1,1,1,1,1,1,1,1,0,0,16.357112630168974,22.498636,88.3453908
721,3,7600000.0,1489.0,"Kalikapur, Kolkata",2,1,East,3.0,4.0,0,0,0,0,0,3.0,2,0,0,1,1,1,1,1,1,1,1,0,0,0,0,15.843658936835498,22.5053017,88.4009957
722,2,3800000.0,936.0,"Barasat, Kolkata North",2,3,North-West,11.0,11.0,0,0,0,0,0,0.5,2,2,3,1,1,1,1,1,1,1,1,0,1,0,0,15.150511887854474,22.7240295,88.4889199
723,4,30000000.0,2072.0,"South End Park, Dhakuria",3,1,South-East,2.0,4.0,0,0,0,0,0,0.5,2,0,3,1,0,1,1,0,1,1,0,1,0,0,0,17.216707972959764,22.5138598,88.3661554
724,3,11000000.0,1400.0,"Action Area 1, Kolkata",2,1,North-East,2.0,4.0,0,0,0,0,0,0.5,2,0,0,1,1,1,1,0,1,1,1,0,0,0,0,16.213405921671733,22.5743093,88.4558557
